39,1,77516,1,13,0,1,2174,0,40,1,0
50,1,83311,1,13,1,1,0,0,13,1,0
38,1,215646,1,9,0,0,0,0,40,1,0
53,1,234721,0,7,1,0,0,0,40,1,0
28,1,338409,1,13,1,0,0,0,40,0,0
37,1,284582,1,14,1,1,0,0,40,0,0
49,1,160187,0,5,1,0,0,0,16,0,0
52,1,209642,1,9,1,1,0,0,45,1,1
31,1,45781,1,14,0,0,14084,0,50,0,1
42,1,159449,1,13,1,1,5178,0,40,1,1
37,1,280464,0,10,1,1,0,0,80,1,1
30,1,141297,1,13,1,0,0,0,40,1,1
23,1,122272,1,13,0,1,0,0,30,0,0
32,1,205019,0,12,0,1,0,0,50,1,0
40,1,121772,1,11,1,0,0,0,40,1,1
34,1,245487,0,4,1,0,0,0,45,1,0
25,1,176756,1,9,0,0,0,0,35,1,0
32,1,186824,1,9,0,1,0,0,40,1,0
38,1,28887,0,7,1,1,0,0,50,1,0
43,1,292175,1,14,0,1,0,0,45,0,1
40,1,193524,1,16,1,0,0,0,60,1,1
54,1,302146,1,9,0,0,0,0,20,0,0
35,1,76845,0,5,1,0,0,0,40,1,0
43,1,117037,0,7,1,0,0,2042,40,1,0
59,1,109015,1,9,0,1,0,0,40,0,0
56,1,216851,1,13,1,1,0,0,40,1,1
19,1,168294,1,9,0,0,0,0,40,1,0
54,0,180211,0,10,1,0,0,0,60,1,1
39,1,367260,1,9,0,1,0,0,80,1,0
49,1,193366,1,9,1,0,0,0,40,1,0
23,1,190709,0,12,0,0,0,0,52,1,0
20,1,266015,0,10,0,1,0,0,44,1,0
45,1,386940,1,13,0,1,0,1408,40,1,0
30,1,59951,0,10,1,1,0,0,40,1,0
22,1,311512,0,10,1,0,0,0,15,1,0
48,1,242406,0,7,0,1,0,0,40,1,0
21,1,197200,0,10,0,1,0,0,40,1,0
19,1,544091,1,9,1,1,0,0,25,0,0
31,1,84154,0,10,1,1,0,0,38,1,1
48,1,265477,0,12,1,0,0,0,40,1,0
31,1,507875,0,5,1,1,0,0,43,1,0
53,1,88506,1,13,1,0,0,0,40,1,0
24,1,172987,1,13,1,1,0,0,50,1,0
49,1,94638,1,9,0,1,0,0,40,0,0
25,1,289980,1,9,0,0,0,0,35,1,0
57,1,337895,1,13,1,0,0,0,40,1,1
53,1,144361,1,9,1,1,0,0,38,1,0
44,1,128354,1,14,0,1,0,0,40,0,0
41,1,101603,1,11,1,0,0,0,40,1,0
29,1,271466,1,11,0,0,0,0,43,1,0
25,1,32275,0,10,1,1,0,0,40,0,0
18,1,226956,1,9,0,0,0,0,30,0,0
47,1,51835,1,15,1,0,0,1902,60,0,1
50,1,251585,1,13,0,1,0,0,55,1,1
47,0,109832,1,9,0,1,0,0,60,1,0
43,1,237993,0,10,1,1,0,0,40,1,1
46,1,216666,0,3,1,1,0,0,40,1,0
35,1,56352,1,11,1,0,0,0,40,1,0
41,1,147372,1,9,1,1,0,0,48,1,0
30,1,188146,1,9,1,1,5013,0,40,1,0
30,1,59496,1,13,1,1,2407,0,40,1,0
32,0,293936,0,4,1,0,0,0,40,1,0
48,1,149640,1,9,1,0,0,0,40,1,0
42,1,116632,1,16,1,0,0,0,45,1,1
29,1,105598,0,10,0,1,0,0,58,1,0
36,1,155537,1,9,1,0,0,0,40,1,0
28,1,183175,0,10,0,1,0,0,40,0,0
53,1,169846,1,9,1,1,0,0,40,0,1
49,0,191681,0,10,1,1,0,0,50,1,1
25,0,200681,0,10,0,0,0,0,40,1,0
19,1,101509,0,10,0,0,0,0,32,1,0
31,1,309974,1,13,0,1,0,0,40,0,0
29,1,162298,1,13,1,1,0,0,70,1,1
23,1,211678,0,10,0,1,0,0,40,1,0
79,1,124744,0,10,1,0,0,0,20,1,0
27,1,213921,1,9,0,0,0,0,40,1,0
40,1,32214,0,12,1,1,0,0,40,1,0
67,0,212759,0,6,1,0,0,0,2,1,0
18,1,309634,0,7,0,0,0,0,22,0,0
31,1,125927,0,4,1,0,0,0,40,1,0
18,1,446839,1,9,0,1,0,0,30,1,0
52,1,276515,1,13,1,0,0,0,40,1,0
46,1,51618,1,9,1,0,0,0,40,0,0
59,1,159937,1,9,1,1,0,0,48,1,0
44,1,343591,1,9,0,0,14344,0,40,0,1
53,1,346253,1,9,0,1,0,0,35,0,0
49,1,268234,1,9,1,0,0,0,40,1,1
33,1,202051,1,14,1,0,0,0,50,1,0
30,1,54334,0,5,0,1,0,0,40,1,0
43,1,410867,1,16,0,0,0,0,50,0,1
57,1,249977,1,11,1,0,0,0,40,1,0
37,1,286730,0,10,0,0,0,0,40,0,0
28,1,212563,0,10,0,1,0,0,25,0,0
30,1,117747,1,9,1,1,0,1573,35,0,0
34,1,226296,1,13,1,0,0,0,40,1,1
29,1,115585,0,10,0,0,0,0,50,1,0
48,1,191277,1,16,1,0,0,1902,60,1,1
37,1,202683,0,10,1,1,0,0,48,1,1
48,1,171095,0,12,0,1,0,0,40,0,0
32,1,249409,1,9,0,0,0,0,40,1,0
76,1,124191,1,14,1,1,0,0,40,1,1
44,1,198282,1,13,1,1,15024,0,60,1,1
47,1,149116,1,14,0,0,0,0,50,0,0
20,1,188300,0,10,0,1,0,0,40,0,0
29,1,103432,1,9,0,0,0,0,40,1,0
32,0,317660,1,9,1,0,7688,0,40,1,1
17,0,304873,0,6,0,0,34095,0,32,0,0
30,1,194901,0,7,0,0,0,0,40,1,0
31,1,189265,1,9,0,1,0,0,40,0,0
42,1,124692,1,9,1,0,0,0,40,1,0
24,1,432376,1,13,0,1,0,0,40,1,0
38,1,65324,1,15,1,0,0,0,40,1,1
56,1,335605,1,9,1,0,0,1887,50,1,1
28,1,377869,0,10,1,1,4064,0,25,0,0
36,1,102864,1,9,0,1,0,0,40,0,0
53,1,95647,0,5,1,0,0,0,50,1,0
56,0,303090,0,10,1,1,0,0,50,1,0
49,1,197371,1,11,1,0,0,0,40,1,1
55,1,247552,0,10,1,1,0,0,56,1,0
22,1,102632,1,9,0,0,0,0,41,1,0
21,1,199915,0,10,0,0,0,0,40,0,0
40,1,118853,1,13,1,1,0,0,60,1,0
30,1,77143,1,13,0,1,0,0,40,1,0
29,1,267989,1,13,1,0,0,0,50,1,1
19,1,301606,0,10,0,0,0,0,35,1,0
47,1,287828,1,13,1,1,0,0,40,0,1
20,1,111697,0,10,0,1,0,1719,28,0,0
31,1,114937,0,12,1,1,0,0,40,1,1
35,0,129305,1,9,1,0,0,0,40,1,0
39,1,365739,0,10,0,0,0,0,40,1,0
28,1,69621,0,12,0,1,0,0,60,0,0
24,1,43323,1,9,0,0,0,1762,40,0,0
38,1,120985,1,9,1,0,4386,0,35,1,0
37,1,254202,1,13,1,1,0,0,50,1,0
46,1,146195,0,12,0,1,0,0,36,0,0
38,1,125933,1,14,1,0,0,0,40,1,1
43,1,56920,1,9,1,0,0,0,60,1,0
27,1,163127,1,11,1,1,0,0,35,0,0
20,1,34310,0,10,0,1,0,0,20,1,0
49,1,81973,0,10,1,0,0,0,40,1,1
61,0,66614,1,9,1,0,0,0,40,1,0
27,1,232782,0,10,0,1,0,0,40,0,0
19,1,316868,0,10,0,0,0,0,30,1,0
45,1,196584,1,11,0,0,0,1564,40,0,1
70,1,105376,0,10,0,1,0,0,40,1,0
31,1,185814,1,9,0,0,0,0,30,0,0
22,1,175374,0,10,1,0,0,0,24,1,0
36,1,108293,1,9,0,0,0,0,24,0,0
64,1,181232,0,7,1,0,0,2179,40,1,0
43,0,174662,0,10,0,0,0,0,40,0,0
47,1,186009,0,10,0,1,0,0,38,0,0
34,1,198183,1,9,0,1,0,0,40,0,0
33,1,163003,1,13,0,1,0,0,40,0,0
21,1,296158,1,9,0,0,0,0,35,1,0
52,0,252903,1,9,0,0,0,0,45,1,1
48,1,187715,1,9,1,0,0,0,46,1,0
23,1,214542,1,13,0,0,0,0,40,1,0
71,1,494223,0,10,0,1,0,1816,2,1,0
29,1,191535,1,9,0,0,0,0,60,1,0
42,1,228456,1,13,0,0,0,0,50,1,0
68,0,38317,0,2,0,0,0,0,20,0,0
25,1,252752,1,9,0,0,0,0,40,0,0
44,0,78374,1,14,0,1,0,0,40,0,0
28,1,88419,1,9,0,1,0,0,40,0,0
45,1,201080,1,14,1,1,0,0,40,1,1
36,1,207157,0,10,0,0,0,0,40,0,0
39,1,235485,0,12,0,1,0,0,42,1,0
46,1,102628,1,14,0,0,0,0,40,1,0
18,1,25828,0,7,0,0,0,0,16,1,0
66,1,54826,1,11,0,0,0,0,20,0,0
27,1,124953,1,9,0,0,0,1980,40,1,0
28,1,175325,1,9,1,0,0,0,40,1,0
51,1,96062,0,10,1,1,0,1977,40,1,1
27,1,428030,1,13,0,0,0,0,50,1,0
28,1,149624,1,13,1,0,0,0,40,1,1
27,1,253814,1,9,1,1,0,0,25,0,0
21,1,312956,1,9,0,0,0,0,40,1,0
34,1,483777,1,9,0,0,0,0,40,1,0
18,1,183930,1,9,0,0,0,0,12,1,0
33,1,37274,1,13,1,0,0,0,65,1,0
44,1,181344,0,10,1,1,0,0,38,1,1
43,1,114580,0,10,0,1,0,0,40,0,0
30,1,633742,0,10,0,0,0,0,45,1,0
40,1,286370,0,4,1,1,0,0,40,1,1
37,1,29054,0,10,1,1,0,0,42,1,1
34,1,304030,1,9,1,1,0,0,40,1,0
41,1,143129,1,13,0,1,0,0,40,0,0
53,0,135105,1,13,0,0,0,0,50,0,0
31,1,99928,1,14,1,0,0,0,50,0,0
58,1,109567,1,16,1,0,0,0,1,1,1
38,1,155222,0,10,0,1,0,0,28,0,0
24,1,159567,0,10,1,1,0,0,40,1,0
41,1,523910,1,13,1,0,0,0,40,1,0
47,1,120939,0,10,1,1,0,0,45,1,0
41,1,130760,1,13,1,1,0,0,24,1,0
23,1,197387,0,3,1,0,0,0,40,1,0
36,1,99374,0,10,0,0,0,0,40,1,0
40,1,56795,1,14,0,1,14084,0,55,0,1
35,1,138992,1,14,1,0,7298,0,40,1,1
24,1,32921,1,9,0,1,0,0,40,1,0
26,1,397317,1,14,0,0,0,1876,40,0,0
19,0,170653,1,9,0,0,0,0,40,1,0
51,1,259323,1,13,1,1,0,0,50,1,1
42,1,254817,0,10,0,0,0,1340,40,0,0
37,1,48211,1,9,0,1,0,0,35,0,0
18,1,140164,0,7,0,1,0,0,40,0,0
36,1,128757,1,13,1,0,7298,0,36,1,1
35,1,36270,1,9,0,0,0,0,60,1,0
58,0,210563,1,9,1,1,15024,0,35,0,1
17,1,65368,0,7,0,1,0,0,12,0,0
44,1,160943,1,9,1,0,0,0,40,1,0
37,1,208358,1,9,1,0,0,0,40,1,1
35,1,153790,0,10,0,1,0,0,40,0,0
60,1,85815,1,9,1,0,0,0,40,1,0
54,0,125417,0,4,1,1,0,0,40,1,1
37,1,635913,1,13,0,1,0,0,60,1,1
50,1,313321,0,12,0,1,0,0,40,0,0
38,1,182609,1,13,1,1,0,0,50,1,0
45,1,109434,1,13,1,0,0,0,55,1,0
25,1,255004,0,6,0,0,0,0,40,1,0
31,1,197860,0,10,1,0,0,0,40,1,0
64,0,187656,0,2,0,0,0,0,40,1,0
90,1,51744,1,9,0,0,0,2206,40,1,0
54,1,176681,1,9,1,1,0,0,20,1,0
53,1,140359,0,1,0,1,0,0,35,0,0
18,1,243313,1,9,0,1,0,0,40,0,0
60,0,24215,0,6,0,0,0,0,10,0,0
66,1,167687,1,9,1,0,1409,0,50,1,0
75,1,314209,1,11,0,1,0,0,20,0,0
65,1,176796,1,9,0,1,0,0,40,0,0
35,1,538583,0,7,0,0,3674,0,40,1,0
41,1,130408,1,9,0,1,0,0,38,0,0
25,1,159732,0,10,0,1,0,0,42,1,0
33,1,110978,0,10,0,0,0,0,40,0,0
28,1,76714,1,15,0,0,0,0,55,1,1
59,1,268700,1,9,1,0,0,0,40,1,0
40,1,170525,0,10,0,1,0,0,38,0,0
41,1,180138,1,13,1,1,0,0,50,1,1
38,1,115076,1,14,1,1,0,0,70,1,1
23,1,115458,1,9,0,0,0,0,40,1,0
